Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Chris Webber,40:42,11,29,.379,0,0,,0,1,.000,7,4,11,9,2,5,3,3,22,-11
Mike Bibby,32:28,7,13,.538,4,5,.800,2,2,1.000,0,0,0,3,2,0,2,1,20,-10
Keon Clark,28:06,5,8,.625,0,0,,3,4,.750,3,5,8,0,2,0,2,2,13,-8
Doug Christie,27:05,3,7,.429,1,2,.500,1,1,1.000,1,6,7,6,1,1,3,2,8,+6
Peja Stojaković,24:48,1,7,.143,0,4,.000,2,2,1.000,1,3,4,1,2,0,0,4,4,-5
Jim Jackson,29:39,3,8,.375,1,3,.333,1,1,1.000,1,1,2,3,0,0,1,2,8,-28
Bobby Jackson,24:08,3,13,.231,1,5,.200,2,2,1.000,1,3,4,1,0,0,1,1,9,-33
Hedo Türkoğlu,14:33,0,4,.000,0,1,.000,0,0,,1,1,2,0,0,0,1,4,0,-18
Scot Pollard,11:33,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,2,0,-10
Gerald Wallace,6:58,0,1,.000,0,0,,0,2,.000,0,0,0,0,1,0,1,0,0,-8
