Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHI,240,.560,.515,.277,.257,34.6,72.7,52.1,57.4,8.2,11.1,6.6,100.0,129.1,106.6
ATL,240,.551,.500,.341,.341,27.3,65.4,47.9,52.8,3.1,11.0,14.5,100.0,106.6,129.1
