Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIN,240,.553,.494,.466,.318,24.5,83.7,52.2,65.8,6.1,8.6,9.9,100.0,112.7,102.6
DET,240,.523,.527,.376,.086,16.3,75.5,47.8,64.4,5.1,4.3,11.1,100.0,102.6,112.7
