Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Josh Okogie,32:33,.581,.500,.444,.333,3.0,10.3,6.4,9.2,0.0,0.0,16.2,16.3,107,107,-6.9
Karl-Anthony Towns,30:26,.814,.700,.400,.800,9.7,29.3,18.9,38.7,1.6,5.4,22.8,24.8,139,96,14.4
Malik Beasley,26:37,.639,.639,.500,.000,3.7,12.6,7.8,18.1,1.8,0.0,5.3,30.8,120,103,5.8
Ricky Rubio,25:25,.307,.250,.250,.500,0.0,4.4,2.1,15.7,3.8,0.0,17.0,10.0,77,100,-9.3
Jake Layman,16:33,.000,.000,.333,.000,0.0,6.7,3.2,0.0,0.0,0.0,0.0,7.8,0,109,-16.5
D'Angelo Russell,33:20,.563,.563,.688,.000,2.9,13.4,7.8,20.6,1.5,0.0,11.1,23.3,108,104,-0.8
Anthony Edwards,25:09,.545,.458,.417,.333,7.8,8.9,8.3,26.8,0.0,0.0,6.8,25.3,121,108,0.0
Jarrett Culver,20:37,.610,.500,.167,.833,9.5,43.3,25.3,15.0,0.0,0.0,0.0,17.1,145,103,4.1
Naz Reid,17:34,.524,.400,.200,1.200,11.2,19.1,14.9,8.4,0.0,14.1,0.0,18.8,128,95,4.3
Juan Hernangómez,11:46,.000,.000,.800,.000,0.0,28.5,13.3,0.0,4.1,0.0,0.0,18.3,0,97,-19.3
