Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Nerlens Noel,36:44,2,4,.500,0,0,,0,0,,7,5,12,2,0,3,4,3,4,-9
Julius Randle,30:55,6,16,.375,1,5,.200,1,1,1.000,0,11,11,5,0,1,3,3,14,-18
RJ Barrett,28:26,5,9,.556,1,2,.500,4,6,.667,0,2,2,2,0,0,2,4,15,-23
Frank Ntilikina,24:50,5,7,.714,3,3,1.000,0,0,,0,2,2,0,0,0,1,2,13,-20
Reggie Bullock,21:43,1,3,.333,1,2,.500,0,0,,0,1,1,0,0,1,1,0,3,-7
Immanuel Quickley,29:12,8,21,.381,6,13,.462,4,4,1.000,2,2,4,4,1,0,2,0,26,-13
Obi Toppin,26:17,3,7,.429,1,3,.333,0,0,,0,4,4,3,1,0,2,0,7,-19
Alec Burks,21:19,1,9,.111,0,3,.000,2,2,1.000,0,4,4,2,0,0,1,4,4,-15
Kevin Knox,18:30,2,5,.400,2,5,.400,1,2,.500,0,1,1,0,0,0,0,0,7,0
Theo Pinson,2:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6
