Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jrue Holiday,29:58,10,14,.714,2,3,.667,0,0,,2,5,7,6,3,0,2,0,22,+34
Giannis Antetokounmpo,25:46,8,11,.727,0,0,,2,3,.667,1,3,4,6,0,1,1,3,18,+25
Khris Middleton,25:16,5,6,.833,4,4,1.000,3,4,.750,0,5,5,9,2,0,1,2,17,+26
Donte DiVincenzo,18:06,2,10,.200,1,3,.333,1,2,.500,2,2,4,3,2,0,1,0,6,+5
Brook Lopez,17:15,3,5,.600,1,3,.333,0,0,,0,2,2,0,0,1,1,2,7,+17
Bobby Portis,23:44,9,13,.692,3,5,.600,0,1,.000,1,7,8,2,2,1,1,2,21,+31
Bryn Forbes,18:04,5,9,.556,3,5,.600,0,0,,0,1,1,3,0,0,1,0,13,+3
D.J. Augustin,17:34,4,7,.571,4,6,.667,1,2,.500,0,5,5,6,1,0,1,0,13,+22
Pat Connaughton,15:50,3,7,.429,1,5,.200,0,0,,1,3,4,1,0,0,0,1,7,+10
Torrey Craig,13:32,0,2,.000,0,2,.000,0,0,,1,4,5,1,0,2,0,1,0,-2
Jordan Nwora,9:48,1,5,.200,1,2,.500,0,0,,0,0,0,0,0,1,2,0,3,-11
Sam Merrill,9:48,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,-11
D.J. Wilson,9:23,2,4,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,1,5,-9
Thanasis Antetokounmpo,5:56,1,1,1.000,0,0,,0,0,,1,5,6,1,0,1,1,1,2,0
