Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Josh Richardson,31:54,.528,.455,.364,.273,3.7,15.7,10.1,0.0,0.0,0.0,14.0,20.3,97,120,-6.7
Dorian Finney-Smith,31:08,.429,.429,.571,.000,3.8,12.8,8.7,5.3,1.6,0.0,12.5,11.6,89,117,-5.3
Luka Dončić,29:25,.607,.577,.462,.462,0.0,10.2,5.5,29.4,0.0,8.0,30.9,34.8,89,114,0.1
Maxi Kleber,21:33,.600,.600,1.000,.000,0.0,18.6,10.0,0.0,0.0,3.7,0.0,10.5,122,116,-1.6
Boban Marjanović,16:54,.306,.273,.091,.091,27.7,47.3,38.3,0.0,0.0,4.7,8.0,33.3,78,108,-12.9
Jalen Brunson,22:57,.814,.800,.600,.800,0.0,21.8,11.8,8.1,2.2,0.0,22.8,17.3,124,113,1.8
Tim Hardaway,21:22,.750,.750,.500,.000,11.0,0.0,5.0,32.5,0.0,7.4,0.0,16.9,166,116,14.3
Willie Cauley-Stein,17:08,.250,.250,.250,.000,13.7,17.5,15.7,19.2,0.0,0.0,20.0,13.2,81,119,-6.7
Trey Burke,16:32,.654,.583,.500,.333,0.0,6.0,3.3,24.9,0.0,0.0,0.0,18.8,147,122,3.0
James Johnson,14:51,.300,.300,.600,.000,0.0,33.7,18.2,33.7,0.0,10.6,16.7,18.3,79,106,1.2
Dwight Powell,9:46,.647,.000,.000,3.000,0.0,10.2,5.5,15.4,0.0,0.0,30.1,30.8,104,121,-7.9
Wesley Iwundu,6:30,1.042,1.000,.000,1.000,0.0,15.4,8.3,0.0,0.0,0.0,41.0,17.0,109,120,-1.4
