Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Devin Booker,34:41,.698,.659,.364,.318,0.0,11.3,6.5,30.7,0.0,2.3,16.6,36.1,122,119,4.1
Mikal Bridges,33:32,.781,.800,.700,.200,4.0,11.7,8.4,31.4,1.4,2.4,8.4,14.7,160,117,12.8
Chris Paul,31:27,.571,.536,.286,.143,0.0,21.8,12.6,22.2,5.8,0.0,11.8,22.3,116,106,4.3
Jae Crowder,31:11,.389,.389,.444,.000,8.6,15.7,12.7,3.8,1.5,2.6,18.2,14.7,81,115,-7.7
Deandre Ayton,26:20,.788,.750,.000,.250,15.2,14.9,15.0,5.4,0.0,3.1,18.4,17.2,135,117,-1.7
Dario Šarić,21:39,.450,.438,.375,.250,18.5,22.6,20.9,5.8,0.0,0.0,25.3,22.8,85,118,-11.4
Cameron Payne,16:33,.500,.500,1.000,.000,0.0,29.6,17.1,34.4,0.0,0.0,50.0,15.1,87,117,-7.0
Langston Galloway,15:23,.833,.833,.500,.000,0.0,0.0,0.0,9.6,0.0,0.0,14.3,18.9,133,123,-0.3
Abdel Nader,14:29,.434,.375,.750,1.000,0.0,13.5,7.8,0.0,0.0,5.6,25.8,22.3,66,117,-11.5
Jevon Carter,7:41,1.500,1.500,1.000,.000,0.0,0.0,0.0,16.1,0.0,0.0,0.0,5.4,276,124,8.2
Frank Kaminsky,7:04,,,,,0.0,27.7,16.0,0.0,0.0,11.5,100.0,5.9,0,109,-7.3
