Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Devin Booker,34:41,13,22,.591,3,8,.375,6,7,.857,0,4,4,6,0,1,5,4,35,-3
Mikal Bridges,33:32,6,10,.600,4,7,.571,1,2,.500,1,4,5,8,1,1,1,2,17,-5
Chris Paul,31:27,7,14,.500,1,4,.250,2,2,1.000,0,7,7,5,4,0,2,1,17,-8
Jae Crowder,31:11,3,9,.333,1,4,.250,0,0,,2,5,7,1,1,1,2,5,7,-4
Deandre Ayton,26:20,6,8,.750,0,0,,2,2,1.000,3,4,7,1,0,1,2,6,14,+7
Dario Šarić,21:39,3,8,.375,1,3,.333,1,2,.500,3,5,8,1,0,0,3,3,8,-9
Cameron Payne,16:33,1,3,.333,1,3,.333,0,0,,0,5,5,5,0,0,3,2,3,+4
Langston Galloway,15:23,4,6,.667,2,3,.667,0,0,,0,0,0,1,0,0,1,4,10,+1
Abdel Nader,14:29,1,4,.250,1,3,.333,2,4,.500,0,2,2,0,0,1,2,1,5,-1
Jevon Carter,7:41,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,1,3,-6
Frank Kaminsky,7:04,0,0,,0,0,,0,0,,0,2,2,0,0,1,1,1,0,+4
