Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jrue Holiday,33:48,9,17,.529,2,4,.500,3,4,.750,3,1,4,7,1,0,2,1,23,-5
Khris Middleton,33:48,4,14,.286,2,7,.286,0,0,,2,7,9,7,1,0,1,3,10,-7
Brook Lopez,31:17,7,10,.700,3,6,.500,2,3,.667,3,9,12,0,0,1,3,3,19,-4
Giannis Antetokounmpo,24:52,7,12,.583,1,2,.500,0,2,.000,0,5,5,2,3,0,1,0,15,+2
Bryn Forbes,22:02,4,9,.444,1,6,.167,0,0,,0,1,1,1,1,0,0,2,9,-3
Jeff Teague,26:37,3,8,.375,0,2,.000,5,6,.833,1,1,2,5,0,0,1,2,11,+18
Pat Connaughton,26:03,5,12,.417,4,11,.364,0,0,,1,6,7,0,1,0,0,2,14,+21
Bobby Portis,21:38,4,9,.444,1,2,.500,2,2,1.000,2,5,7,2,1,0,0,1,11,+16
P.J. Tucker,16:18,3,4,.750,2,3,.667,0,0,,1,2,3,1,0,0,0,1,8,+12
Thanasis Antetokounmpo,3:37,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,1,0,+5
