Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAS,0,240,36,94,.383,8,30,.267,8,14,.571,9,36,45,21,4,5,10,16,88
MIN,1,240,34,81,.420,9,26,.346,19,23,.826,9,43,52,19,6,3,13,17,96
