Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
GSW,1,240,45,85,.529,15,34,.441,18,23,.783,11,35,46,32,11,5,21,28,123
MIN,0,240,37,87,.425,14,36,.389,23,33,.697,11,28,39,23,12,7,17,22,111
