Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Keldon Johnson,30:34,7,16,.438,3,8,.375,8,8,1.000,3,7,10,3,1,1,1,1,25,-17
DeMar DeRozan,29:53,6,12,.500,0,2,.000,2,4,.500,2,3,5,6,1,0,2,2,14,-17
Dejounte Murray,24:13,2,9,.222,2,6,.333,0,0,,1,4,5,4,0,0,1,2,6,-20
LaMarcus Aldridge,18:15,5,8,.625,2,4,.500,0,0,,0,1,1,0,1,1,1,0,12,-17
Lonnie Walker,15:56,2,6,.333,0,1,.000,0,0,,0,4,4,0,1,0,0,2,4,-20
Patty Mills,23:13,4,9,.444,3,5,.600,0,0,,0,2,2,1,1,0,1,0,11,+1
Derrick White,21:23,2,10,.200,1,5,.200,0,0,,0,1,1,5,0,2,1,3,5,-5
Jakob Poeltl,20:34,2,2,1.000,0,0,,2,5,.400,2,4,6,2,0,2,0,2,6,-10
Rudy Gay,19:23,2,7,.286,1,3,.333,1,2,.500,1,2,3,1,2,0,2,0,6,0
Devin Vassell,11:44,1,4,.250,1,2,.500,0,0,,0,2,2,1,0,0,1,1,3,-14
Trey Lyles,6:13,2,2,1.000,0,0,,0,0,,0,0,0,1,0,0,0,0,4,-9
Drew Eubanks,6:13,2,3,.667,0,0,,0,1,.000,1,1,2,0,0,1,1,0,4,-9
Keita Bates-Diop,6:13,0,1,.000,0,1,.000,2,2,1.000,0,0,0,1,0,0,0,0,2,-9
Quinndary Weatherspoon,6:13,0,0,,0,0,,0,0,,0,1,1,3,1,0,3,0,0,-9
