Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zion Williamson,34:26,9,14,.643,1,1,1.000,8,10,.800,3,0,3,2,0,0,1,0,27,-21
Brandon Ingram,33:05,8,14,.571,4,6,.667,3,4,.750,0,1,1,2,1,0,1,1,23,-15
Steven Adams,30:24,4,9,.444,0,0,,0,0,,6,10,16,3,1,1,5,4,8,-20
Eric Bledsoe,28:04,4,12,.333,0,3,.000,0,0,,0,6,6,3,2,0,2,3,8,-25
Lonzo Ball,27:28,6,15,.400,2,6,.333,0,0,,0,1,1,5,0,0,3,2,14,-20
Josh Hart,24:31,2,4,.500,1,2,.500,2,2,1.000,1,7,8,3,2,1,0,3,7,+2
J.J. Redick,18:33,3,6,.500,2,4,.500,3,3,1.000,0,0,0,3,1,0,2,3,11,+3
Nickeil Alexander-Walker,17:57,3,7,.429,0,2,.000,5,7,.714,0,1,1,3,1,0,2,1,11,+8
Jaxson Hayes,15:37,1,1,1.000,0,0,,1,2,.500,0,2,2,1,1,0,1,1,3,+3
Sindarius Thornwell,1:59,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,+6
Willy Hernangómez,1:59,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,+6
Naji Marshall,1:59,0,1,.000,0,0,,1,2,.500,0,1,1,0,0,0,0,0,1,+6
Nicolò Melli,1:59,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+6
Kira Lewis,1:59,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+6
