Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jayson Tatum,36:54,11,19,.579,4,5,.800,7,7,1.000,0,2,2,5,0,1,6,2,33,-15
Marcus Smart,35:02,4,14,.286,3,9,.333,0,0,,2,6,8,8,0,0,3,2,11,-13
Jaylen Brown,34:42,6,22,.273,1,9,.111,3,4,.750,4,7,11,4,0,0,3,4,16,-13
Evan Fournier,33:32,8,10,.800,5,7,.714,0,0,,0,5,5,3,2,0,1,3,21,-16
Tristan Thompson,22:44,1,6,.167,0,0,,0,0,,1,3,4,4,0,3,2,1,2,-20
Robert Williams,24:03,2,3,.667,0,0,,1,2,.500,1,4,5,5,1,2,1,2,5,+13
Aaron Nesmith,20:02,6,7,.857,4,4,1.000,0,0,,1,3,4,0,0,0,1,5,16,+11
Payton Pritchard,18:42,4,6,.667,3,5,.600,2,2,1.000,1,5,6,0,0,0,1,0,13,+8
Romeo Langford,13:39,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,2,2,-3
Tremont Waters,0:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
