Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jerami Grant,34:12,.480,.480,.400,.000,0.0,17.5,7.0,14.5,1.4,8.3,7.4,34.1,89,118,-1.6
Saddiq Bey,30:51,.507,.438,.750,.250,0.0,14.6,5.8,0.0,0.0,0.0,0.0,12.4,100,128,-9.7
Wayne Ellington,24:50,.929,.929,.571,.000,0.0,24.2,9.7,11.6,1.9,0.0,0.0,12.2,176,122,6.3
Mason Plumlee,19:59,.286,.286,.143,.000,20.0,30.0,24.0,37.7,2.3,0.0,22.2,19.4,97,120,-2.0
Killian Hayes,13:24,.500,.500,.429,.000,0.0,0.0,0.0,11.1,0.0,0.0,30.0,32.2,67,129,-18.3
Sviatoslav Mykhailiuk,29:35,.838,.750,.833,.667,3.4,10.1,6.1,12.8,1.6,3.2,0.0,11.3,175,122,6.4
Derrick Rose,24:38,.607,.556,.222,.222,0.0,12.2,4.9,61.2,1.9,0.0,0.0,34.6,134,124,11.2
Sekou Doumbouya,23:27,.468,.423,.462,.154,0.0,12.8,5.1,5.9,4.0,0.0,0.0,25.5,95,119,-4.0
Isaiah Stewart,20:26,.667,.667,.000,.000,0.0,14.7,5.9,6.1,2.3,4.6,0.0,6.3,137,119,-4.5
Delon Wright,9:58,.500,.500,.500,.000,0.0,30.1,12.0,25.2,4.7,0.0,33.3,13.0,90,115,-3.9
Rodney McGruder,4:44,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,129,-11.0
Jahlil Okafor,3:56,.500,.500,.000,.000,25.4,0.0,15.3,0.0,0.0,0.0,0.0,21.9,120,129,-12.0
