Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
TOR,240,.539,.529,.402,.149,15.6,88.2,46.8,55.0,10.5,7.3,11.5,100.0,105.2,110.5
LAC,240,.650,.620,.453,.173,11.8,84.4,53.2,71.8,7.4,9.6,18.2,100.0,110.5,105.2
