Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIN,1,240,38,86,.442,12,38,.316,20,26,.769,6,31,37,24,6,2,12,25,108
DAL,0,240,48,99,.485,16,44,.364,16,22,.727,14,39,53,27,5,6,10,22,128
