Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Anthony Edwards,37:15,9,23,.391,3,12,.250,8,9,.889,0,5,5,3,1,0,0,3,29,-7
Karl-Anthony Towns,33:36,8,20,.400,4,9,.444,2,2,1.000,2,3,5,6,0,0,2,3,22,-14
Ricky Rubio,30:30,1,7,.143,1,5,.200,0,0,,1,1,2,7,1,0,3,3,3,-11
Jaden McDaniels,28:34,4,8,.500,1,3,.333,0,0,,2,3,5,1,1,1,0,5,9,-11
Jarred Vanderbilt,13:53,2,3,.667,0,0,,0,0,,1,4,5,0,1,0,0,5,4,+4
Juan Hernangómez,35:16,5,9,.556,2,5,.400,5,7,.714,0,5,5,1,0,0,1,1,17,-23
Jaylen Nowell,24:40,4,8,.500,0,2,.000,3,3,1.000,0,2,2,4,1,0,1,2,11,-14
Naz Reid,14:24,3,4,.750,1,2,.500,1,3,.333,0,6,6,0,1,0,4,1,8,-6
Jake Layman,14:03,2,2,1.000,0,0,,0,0,,0,2,2,2,0,1,1,1,4,-12
Jarrett Culver,7:49,0,2,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,1,1,-6
