Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Shai Gilgeous-Alexander,30:52,8,18,.444,1,4,.250,2,3,.667,0,3,3,4,0,0,2,2,19,-22
Aleksej Pokusevski,27:08,2,11,.182,0,3,.000,0,0,,2,4,6,2,0,0,1,1,4,-25
Al Horford,24:32,3,13,.231,2,6,.333,3,3,1.000,1,5,6,2,2,1,0,0,11,-21
Isaiah Roby,24:23,3,5,.600,0,1,.000,2,2,1.000,3,5,8,1,0,0,2,3,8,-25
Luguentz Dort,23:38,2,8,.250,2,4,.500,2,2,1.000,0,1,1,0,0,1,1,3,8,-22
Ty Jerome,24:22,6,10,.600,6,8,.750,0,0,,0,1,1,2,1,0,0,1,18,-1
Kenrich Williams,23:37,4,10,.400,0,2,.000,2,4,.500,2,4,6,2,1,0,1,2,10,+2
Moses Brown,23:28,2,6,.333,0,0,,1,2,.500,2,1,3,0,1,1,0,1,5,-2
Théo Maledon,21:58,4,10,.400,2,4,.500,0,0,,1,1,2,5,0,0,1,0,10,+2
Sviatoslav Mykhailiuk,16:02,0,2,.000,0,2,.000,0,0,,0,2,2,0,0,0,1,0,0,-1
