Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Russell Westbrook,32:45,10,19,.526,2,4,.500,3,7,.429,1,4,5,8,1,0,2,2,25,-24
Bradley Beal,28:52,8,13,.615,1,2,.500,2,4,.500,0,2,2,1,0,0,3,0,19,-16
Garrison Mathews,21:30,2,3,.667,2,3,.667,0,0,,1,1,2,0,1,0,0,2,6,-13
Rui Hachimura,21:04,3,5,.600,0,0,,3,4,.750,0,0,0,0,2,0,1,1,9,-20
Moritz Wagner,15:23,1,4,.250,0,1,.000,2,2,1.000,0,2,2,2,4,1,4,2,4,-19
Deni Avdija,28:16,2,6,.333,0,3,.000,0,0,,0,5,5,1,0,0,1,5,4,-6
Robin Lopez,26:18,4,8,.500,0,1,.000,2,2,1.000,2,3,5,1,0,0,1,2,10,-8
Raul Neto,21:45,3,8,.375,1,2,.500,0,0,,1,2,3,4,2,0,2,2,7,-14
Troy Brown,14:51,1,4,.250,0,1,.000,0,0,,1,2,3,1,0,0,2,0,2,-9
Dāvis Bertāns,10:19,1,5,.200,1,5,.200,0,0,,0,1,1,0,0,0,1,0,3,-4
Alex Len,6:19,4,4,1.000,0,0,,1,3,.333,0,1,1,0,0,1,0,0,9,+1
Cassius Winston,6:19,1,1,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,0,0,3,+1
Isaac Bonga,6:19,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,1,0,0,+1
