Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
POR,0,240,45,88,.511,17,42,.405,16,19,.842,9,26,35,20,11,1,8,17,123
CHI,1,240,43,85,.506,21,45,.467,15,15,1.000,11,32,43,31,5,2,15,14,122
