Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DAL,0,240,45,93,.484,14,39,.359,18,20,.900,7,35,42,23,3,2,5,21,122
SAS,1,240,41,89,.461,12,28,.429,23,30,.767,9,40,49,21,3,5,7,18,117
