Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jaylen Brown,32:33,9,20,.450,3,9,.333,4,5,.800,3,3,6,3,1,0,2,3,25,-27
Marcus Smart,29:22,4,15,.267,0,7,.000,2,5,.400,0,2,2,2,2,0,0,3,10,-22
Tristan Thompson,26:12,1,5,.200,0,0,,1,2,.500,5,1,6,0,1,1,2,1,3,-18
Grant Williams,24:25,1,5,.200,0,4,.000,1,4,.250,1,1,2,1,1,0,1,5,3,-18
Kemba Walker,19:37,3,13,.231,1,8,.125,2,3,.667,0,3,3,4,3,0,5,1,9,-9
Semi Ojeleye,23:22,0,6,.000,0,6,.000,4,4,1.000,1,2,3,1,0,0,1,1,4,-9
Daniel Theis,19:49,3,4,.750,1,2,.500,0,0,,1,6,7,1,0,0,2,3,7,-7
Javonte Green,17:50,2,3,.667,0,1,.000,4,6,.667,2,3,5,0,0,0,1,1,8,-10
Payton Pritchard,17:23,1,3,.333,1,3,.333,0,0,,1,4,5,0,0,1,2,1,3,-4
Jeff Teague,14:28,0,4,.000,0,2,.000,0,0,,0,2,2,2,1,0,1,2,0,-15
Aaron Nesmith,8:26,0,4,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0,-6
Tremont Waters,6:33,1,2,.500,1,2,.500,0,0,,0,1,1,1,1,0,0,0,3,-5
