Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MEM,0,240,40,93,.430,9,33,.273,18,25,.720,14,32,46,26,8,3,22,13,107
BOS,1,240,49,91,.538,16,39,.410,12,14,.857,10,32,42,27,17,11,16,21,126
