Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyle Anderson,28:07,3,11,.273,0,4,.000,3,4,.750,0,4,4,9,0,1,8,2,9,-7
Dillon Brooks,27:53,6,18,.333,2,9,.222,2,2,1.000,3,2,5,2,1,0,3,2,16,-18
Jonas Valančiūnas,24:10,7,11,.636,1,1,1.000,5,7,.714,4,7,11,1,0,0,5,2,20,-13
Tyus Jones,22:49,3,7,.429,0,2,.000,0,0,,0,2,2,2,2,1,1,0,6,-24
Grayson Allen,11:35,0,1,.000,0,1,.000,0,0,,0,1,1,2,0,0,1,0,0,-16
Desmond Bane,31:54,6,11,.545,3,6,.500,1,1,1.000,2,2,4,0,2,0,2,2,16,-10
Brandon Clarke,25:51,4,13,.308,0,2,.000,2,6,.333,1,6,7,1,1,1,1,1,10,-7
Gorgui Dieng,23:50,6,10,.600,2,5,.400,3,3,1.000,2,4,6,2,1,0,0,2,17,-6
John Konchar,22:42,4,7,.571,1,1,1.000,0,0,,0,3,3,5,1,0,0,1,9,+3
Sean McDermott,21:08,1,4,.250,0,2,.000,2,2,1.000,2,1,3,2,0,0,1,1,4,+3
