Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bojan Bogdanović,35:42,6,14,.429,1,3,.333,10,10,1.000,2,5,7,1,0,0,3,1,23,+1
Georges Niang,33:59,6,14,.429,6,13,.462,0,0,,0,10,10,3,0,0,2,0,18,+9
Mike Conley,33:59,5,13,.385,3,6,.500,2,2,1.000,0,2,2,14,2,1,0,3,15,+17
Rudy Gobert,33:59,6,7,.857,0,0,,1,2,.500,5,9,14,1,1,7,2,2,13,+17
Donovan Mitchell,33:01,7,16,.438,4,9,.444,4,6,.667,0,4,4,3,1,0,2,5,22,-1
Jarrell Brantley,21:52,4,5,.800,2,3,.667,0,0,,2,2,4,1,0,0,1,3,10,+7
Matt Thomas,14:59,2,10,.200,1,8,.125,0,0,,0,3,3,0,0,0,0,0,5,+11
Derrick Favors,14:01,0,2,.000,0,0,,0,0,,2,3,5,0,0,2,1,1,0,-7
Ersan İlyasova,11:20,0,3,.000,0,3,.000,0,0,,0,2,2,0,1,0,1,2,0,-1
Miye Oni,7:08,0,2,.000,0,2,.000,0,0,,0,0,0,1,1,0,0,1,0,-3
