Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Gordon Hayward,38:05,.459,.300,.133,.533,0.0,8.6,4.0,12.2,1.3,0.0,0.0,21.3,108,114,-3.1
P.J. Washington,32:10,.791,.700,.400,.600,8.8,20.3,14.1,16.6,1.6,7.7,13.7,19.9,144,106,12.6
Terry Rozier,31:03,.555,.536,.643,.214,0.0,3.5,1.6,11.6,5.0,0.0,0.0,21.6,115,107,5.9
LaMelo Ball,29:22,.318,.318,.455,.000,3.2,14.9,8.6,47.3,1.7,0.0,31.3,23.9,70,111,-9.2
Cody Zeller,26:17,.568,.455,.000,.455,17.9,8.3,13.5,6.8,0.0,0.0,0.0,22.0,136,117,1.4
Miles Bridges,23:24,.500,.500,.333,.000,4.0,32.6,17.3,6.9,0.0,0.0,0.0,11.2,113,109,-3.5
Devonte' Graham,18:29,.444,.357,.571,.286,0.0,11.8,5.5,50.6,2.8,0.0,0.0,18.7,121,110,6.2
Malik Monk,17:28,.409,.409,.273,.000,0.0,18.7,8.7,11.0,0.0,0.0,0.0,27.6,86,114,-6.8
Bismack Biyombo,13:38,.500,.500,.000,.000,6.9,32.0,18.5,0.0,7.5,9.0,50.0,12.9,57,87,-4.0
Cody Martin,10:04,.833,.833,.333,.000,9.3,10.8,10.0,0.0,0.0,0.0,0.0,13.1,161,116,0.5
