Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Malcolm Brogdon,37:40,.571,.571,.476,.095,0.0,13.9,7.5,18.0,1.3,1.9,4.4,26.3,118,119,4.1
Domantas Sabonis,36:55,.547,.471,.294,.294,3.3,19.8,12.2,12.7,0.0,0.0,23.8,29.6,92,121,-7.1
Justin Holiday,36:03,.403,.357,.571,.143,0.0,14.5,7.8,0.0,4.0,0.0,0.0,9.0,88,114,-1.9
Jeremy Lamb,30:28,.872,.833,.500,.333,4.0,13.7,9.3,13.6,0.0,7.2,22.5,12.6,141,118,7.3
Myles Turner,29:22,.521,.250,.667,1.000,4.2,14.2,9.6,4.2,1.6,2.5,0.0,12.8,128,117,-2.7
T.J. McConnell,25:41,.455,.444,.000,.222,0.0,16.3,8.8,44.6,1.9,0.0,37.8,26.8,79,118,-9.1
Doug McDermott,21:03,.667,.667,.000,.000,23.4,5.0,13.4,7.2,0.0,3.5,0.0,12.4,157,122,0.0
Aaron Holiday,16:59,.715,.727,.182,.182,7.2,12.3,10.0,13.3,0.0,0.0,7.8,32.9,130,123,7.0
Goga Bitadze,5:43,.798,1.000,.000,2.000,21.5,0.0,9.9,0.0,0.0,12.7,34.7,21.8,108,117,-5.0
Edmond Sumner,0:06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,127,-6.5
