Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,1,240,38,79,.481,11,30,.367,19,27,.704,6,42,48,21,7,7,18,26,106
DAL,0,240,36,85,.424,9,37,.243,21,26,.808,6,33,39,17,6,0,11,23,102
