Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mikal Bridges,35:57,.705,.636,.636,.364,6.8,13.9,10.7,0.0,0.0,5.6,0.0,15.6,145,103,6.3
Devin Booker,34:07,.624,.600,.400,.400,0.0,14.7,8.1,15.8,2.8,0.0,31.2,33.1,85,101,-4.4
Chris Paul,27:45,.405,.333,.222,.222,4.4,10.8,8.0,26.4,3.4,0.0,23.3,20.5,85,101,-4.4
Jae Crowder,25:57,.291,.250,.833,.333,0.0,34.7,19.1,20.5,0.0,0.0,12.7,13.4,77,104,-2.3
Deandre Ayton,24:10,.558,.556,.000,.667,5.1,29.0,18.3,7.1,2.0,8.3,14.7,24.9,99,94,0.3
Cameron Johnson,25:32,.697,.611,.333,.444,0.0,19.6,10.8,6.6,1.9,0.0,0.0,18.6,144,103,6.1
Cameron Payne,20:15,.611,.611,.222,.000,6.1,9.9,8.2,27.2,0.0,4.9,10.0,21.8,120,105,4.7
Jalen Smith,16:13,.515,.667,.000,.667,7.6,12.3,10.2,9.2,0.0,6.2,20.5,13.3,93,103,-1.1
Jevon Carter,13:53,.000,.000,1.000,.000,0.0,14.4,7.9,18.2,0.0,0.0,25.0,12.7,31,108,-13.4
Langston Galloway,8:34,1.011,1.000,.400,.200,0.0,11.7,6.4,35.9,0.0,0.0,0.0,28.0,189,108,28.7
Damian Jones,7:37,,,,,0.0,13.1,7.2,0.0,6.3,13.1,100.0,5.8,0,83,-9.4
