Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
NYK,240,.517,.512,.395,.128,10.9,82.6,46.7,64.9,6.6,8.3,7.2,100.0,103.7,102.6
ORL,240,.522,.488,.415,.195,17.4,89.1,53.3,60.0,6.6,11.5,10.1,100.0,102.6,103.7
