Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kevin Durant,36:21,16,24,.667,2,4,.500,8,8,1.000,0,3,3,10,1,0,2,3,42,+14
Jeff Green,31:22,4,7,.571,0,1,.000,6,7,.857,1,6,7,5,1,0,0,4,14,+18
Landry Shamet,30:27,5,9,.556,3,7,.429,1,1,1.000,0,3,3,4,0,1,1,1,14,+16
Tyler Johnson,26:15,4,9,.444,3,8,.375,0,0,,0,3,3,3,1,0,1,2,11,+17
Joe Harris,24:35,5,10,.500,3,6,.500,1,2,.500,0,3,3,0,0,1,1,2,14,+10
Alize Johnson,32:09,7,12,.583,0,1,.000,6,6,1.000,4,17,21,3,0,2,0,2,20,+7
Mike James,25:01,0,7,.000,0,4,.000,1,2,.500,0,3,3,7,0,0,4,2,1,+7
Timothé Luwawu-Cabarrot,19:10,3,5,.600,1,3,.333,0,0,,1,0,1,3,0,0,1,1,7,-3
Blake Griffin,13:35,2,5,.400,0,1,.000,1,2,.500,1,4,5,0,0,1,3,2,5,-3
Reggie Perry,1:05,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,+2
