Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Lowry,40:39,.817,.800,.650,.300,0.0,5.5,2.5,46.7,1.1,0.0,4.2,23.3,169,115,18.0
Pascal Siakam,38:27,.671,.654,.308,.269,7.5,29.0,17.5,21.5,2.4,4.5,12.1,34.5,124,105,13.2
Khem Birch,29:48,.258,.167,.167,.667,6.4,26.2,15.6,4.0,1.6,0.0,11.4,11.8,71,111,-10.5
Stanley Johnson,29:46,.000,.000,1.000,.000,0.0,7.5,3.5,7.7,1.6,2.9,28.6,9.4,20,111,-12.2
Malachi Flynn,19:41,.000,.000,.714,.000,0.0,5.7,2.6,5.8,0.0,0.0,12.5,16.3,10,117,-24.1
DeAndre' Bembry,24:25,.658,.625,.125,.750,3.9,32.0,16.9,6.1,5.7,0.0,22.0,22.4,106,101,3.8
Freddie Gillespie,19:58,.463,.455,.000,.182,24.0,11.2,18.1,0.0,2.3,0.0,0.0,23.9,116,111,-6.4
Yuta Watanabe,17:00,.615,.625,.500,.500,5.6,19.7,12.1,15.5,0.0,5.0,0.0,11.5,146,111,3.0
Rodney Hood,11:12,.931,.750,.500,2.000,8.6,19.9,13.8,11.4,4.1,0.0,0.0,13.5,206,106,15.9
Jalen Harris,9:04,.300,.300,.400,.000,0.0,0.0,0.0,14.4,5.1,0.0,0.0,22.1,79,108,-4.1
