Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyle Lowry,40:39,12,20,.600,8,13,.615,5,6,.833,0,2,2,11,1,0,1,4,37,+7
Pascal Siakam,38:27,15,26,.577,4,8,.500,5,7,.714,3,10,13,4,2,2,4,2,39,+13
Khem Birch,29:48,1,6,.167,0,1,.000,2,4,.500,2,7,9,1,1,0,1,4,4,-1
Stanley Johnson,29:46,0,5,.000,0,5,.000,0,0,,0,2,2,2,1,1,2,3,0,+6
Malachi Flynn,19:41,0,7,.000,0,5,.000,0,0,,0,1,1,1,0,0,1,2,0,-4
DeAndre' Bembry,24:25,5,8,.625,0,1,.000,4,6,.667,1,7,8,1,3,0,3,0,14,+15
Freddie Gillespie,19:58,5,11,.455,0,0,,1,2,.500,5,2,7,0,1,0,0,4,11,+7
Yuta Watanabe,17:00,2,4,.500,1,2,.500,1,2,.500,1,3,4,2,0,1,0,3,6,0
Rodney Hood,11:12,1,2,.500,1,1,1.000,4,4,1.000,1,2,3,1,1,0,0,1,7,-5
Jalen Harris,9:04,1,5,.200,1,2,.500,0,0,,0,0,0,1,1,0,0,0,3,-3
