Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Russell Westbrook,38:44,.630,.533,.133,.733,5.9,33.0,19.9,46.8,1.2,0.0,13.1,25.9,134,118,9.7
Bradley Beal,36:33,.499,.484,.161,.226,9.4,0.0,4.5,22.9,1.3,0.0,0.0,40.9,112,125,0.3
Rui Hachimura,30:09,.286,.286,.143,.000,3.8,17.7,11.0,3.6,1.6,0.0,0.0,10.2,78,120,-11.1
Alex Len,15:30,.300,.300,.200,.000,7.4,27.5,17.8,14.1,0.0,0.0,0.0,14.2,94,122,-5.2
Deni Avdija,9:51,,,,,0.0,21.7,11.2,0.0,0.0,9.9,,0.0,0,115,-8.3
Dāvis Bertāns,26:04,.672,.643,1.000,.143,0.0,16.4,8.5,4.4,1.8,3.8,0.0,12.5,135,117,3.2
Daniel Gafford,17:51,.768,.750,.000,.500,0.0,23.9,12.4,0.0,2.7,0.0,9.3,26.5,132,116,4.0
Ish Smith,17:27,.643,.643,.143,.000,0.0,12.2,6.3,15.3,0.0,5.6,0.0,17.6,133,121,0.8
Raul Neto,15:02,1.215,1.250,.500,1.000,0.0,0.0,0.0,15.7,3.2,0.0,0.0,8.4,243,120,8.9
Robin Lopez,14:11,1.000,1.000,.000,.000,8.1,7.5,7.8,11.3,0.0,0.0,28.6,21.7,130,126,-0.1
Garrison Mathews,9:32,1.136,,,,0.0,11.2,5.8,10.7,0.0,0.0,43.1,10.7,142,125,-3.5
Isaac Bonga,9:06,.833,.833,.333,.000,0.0,11.7,6.1,0.0,5.2,10.8,0.0,14.5,154,106,12.6
