Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dejounte Murray,29:31,.635,.594,.375,.188,2.9,19.8,10.1,24.0,3.2,0.0,0.0,23.9,135,114,11.5
Keldon Johnson,27:12,.356,.167,.250,.917,6.3,25.8,14.6,16.8,0.0,0.0,5.6,26.8,85,120,-5.3
Lonnie Walker,24:39,.250,.250,.667,.000,0.0,14.2,6.0,0.0,0.0,0.0,14.3,11.6,45,123,-13.0
DeMar DeRozan,24:35,.627,.375,.125,1.125,3.5,4.8,4.0,20.1,1.9,0.0,14.3,23.2,121,120,1.6
LaMarcus Aldridge,23:18,.250,.250,.375,.000,3.7,10.0,6.4,0.0,0.0,3.9,0.0,14.0,61,121,-10.6
Devin Vassell,26:54,.410,.313,.500,.500,6.4,4.4,5.5,11.4,3.5,3.4,0.0,14.8,103,114,0.9
Jakob Poeltl,24:42,.530,.556,.000,.111,10.4,9.5,10.0,0.0,0.0,0.0,17.5,18.9,93,124,-7.2
Patty Mills,23:45,.273,.273,.636,.000,0.0,4.9,2.1,21.0,4.0,0.0,8.3,20.6,62,116,-6.8
Rudy Gay,18:41,.583,.556,.111,.111,4.6,50.1,23.8,34.8,0.0,0.0,17.5,25.0,104,114,2.4
Trey Lyles,11:45,.425,.400,.600,.400,7.3,19.9,12.6,0.0,0.0,0.0,0.0,20.4,96,122,-5.0
Tre Jones,4:58,.750,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,24.6,85,126,-3.5
