Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Paul George,36:56,8,14,.571,5,9,.556,2,2,1.000,0,5,5,9,1,0,6,1,23,+14
Nicolas Batum,36:19,5,8,.625,2,5,.400,1,1,1.000,4,6,10,4,1,1,2,5,13,+13
Kawhi Leonard,30:21,8,14,.571,2,4,.500,3,3,1.000,2,3,5,7,4,1,2,4,21,+13
Patrick Beverley,21:33,3,6,.500,2,5,.400,1,2,.500,1,1,2,0,2,0,1,5,9,+5
Serge Ibaka,21:29,6,9,.667,2,2,1.000,1,1,1.000,0,2,2,2,0,1,1,4,15,+10
Lou Williams,23:38,3,7,.429,2,4,.500,0,0,,0,4,4,3,1,0,1,1,8,+4
Luke Kennard,19:53,2,6,.333,2,4,.500,2,2,1.000,0,6,6,2,0,0,2,1,8,+6
Ivica Zubac,19:05,2,2,1.000,0,0,,8,11,.727,0,0,0,0,0,1,2,4,12,+9
Reggie Jackson,13:03,2,6,.333,1,4,.250,0,0,,0,1,1,3,0,0,0,2,5,-4
Patrick Patterson,11:29,1,1,1.000,1,1,1.000,2,2,1.000,2,1,3,2,0,0,1,4,5,+2
Terance Mann,4:44,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-4
Mfiondu Kabengele,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
Daniel Oturu,0:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Amir Coffey,0:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
