Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Stephen Curry,36:26,11,25,.440,5,15,.333,9,9,1.000,0,2,2,6,2,2,4,1,36,+3
Andrew Wiggins,36:26,6,15,.400,2,3,.667,5,6,.833,2,7,9,4,0,1,0,2,19,+2
Kelly Oubre,30:18,3,16,.188,0,6,.000,2,2,1.000,3,8,11,0,4,0,3,3,8,+9
James Wiseman,22:37,3,8,.375,1,1,1.000,0,0,,0,3,3,0,1,1,1,4,7,-4
Juan Toscano-Anderson,19:12,2,3,.667,1,2,.500,0,0,,0,5,5,1,1,0,1,1,5,-2
Damion Lee,20:37,4,7,.571,4,5,.800,0,0,,1,1,2,2,2,0,0,4,12,+11
Eric Paschall,19:07,4,8,.500,1,2,.500,6,7,.857,1,1,2,2,2,0,1,2,15,-13
Kevon Looney,16:53,3,5,.600,0,0,,2,2,1.000,3,1,4,4,0,0,0,2,8,+12
Brad Wanamaker,14:24,1,4,.250,0,2,.000,0,0,,0,1,1,5,4,0,2,1,2,-3
Jordan Poole,13:25,3,7,.429,2,6,.333,2,2,1.000,0,2,2,1,0,0,0,2,10,-10
Mychal Mulder,10:34,2,6,.333,2,5,.400,1,2,.500,0,0,0,0,1,0,0,1,7,0
