Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jerami Grant,36:59,.516,.393,.286,.714,0.0,5.8,3.1,14.7,0.0,7.6,9.8,25.8,103,128,-1.4
Saddiq Bey,32:43,.742,.778,.667,.111,3.7,13.0,8.6,11.4,1.6,2.9,9.6,14.9,132,123,5.4
Mason Plumlee,30:48,.570,.571,.143,1.429,3.9,31.2,18.3,29.1,1.7,0.0,14.9,20.3,115,115,1.3
Wayne Ellington,22:00,.580,.417,.833,.667,0.0,9.7,5.1,7.6,0.0,0.0,0.0,16.5,127,129,-5.8
Rodney McGruder,15:46,1.167,1.167,.333,.000,0.0,6.8,3.6,12.8,3.3,0.0,0.0,8.9,233,123,9.9
Hamidou Diallo,18:35,.615,.500,.000,.500,0.0,11.5,6.1,0.0,0.0,0.0,0.0,12.3,127,128,-7.9
Cory Joseph,18:02,.580,.500,.167,.667,6.7,5.9,6.3,21.3,0.0,0.0,0.0,20.1,134,131,-0.2
Josh Jackson,16:32,.350,.318,.545,.091,7.3,19.4,13.7,23.9,6.3,0.0,20.8,40.8,68,110,-15.3
Saben Lee,15:30,.426,.200,.400,2.000,7.7,0.0,3.6,31.1,0.0,0.0,0.0,28.3,111,134,-6.0
Tyler Cook,11:30,.500,.500,.000,.000,10.4,27.8,19.6,0.0,0.0,0.0,0.0,8.1,123,121,-3.2
Frank Jackson,10:39,1.129,1.125,1.000,1.250,0.0,20.0,10.6,0.0,0.0,0.0,13.9,31.6,175,124,22.0
Isaiah Stewart,5:41,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,200,133,-9.6
Sekou Doumbouya,5:15,.000,.000,1.000,.000,22.9,0.0,10.8,0.0,10.0,0.0,0.0,8.9,74,111,0.2
