Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DET,1,240,33,73,.452,11,31,.355,34,47,.723,7,29,36,19,6,4,9,30,111
BRK,0,240,37,84,.440,13,33,.394,26,34,.765,16,33,49,19,3,4,10,27,113
