Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
RJ Barrett,41:56,.447,.364,.273,.500,6.1,17.8,11.3,22.0,3.4,0.0,10.1,27.4,101,98,3.0
Julius Randle,36:52,.385,.344,.313,.125,0.0,26.0,11.6,18.9,1.3,0.0,5.6,18.7,93,101,-2.6
Mitchell Robinson,21:16,.475,.400,.000,.600,16.1,15.0,15.6,0.0,4.4,4.2,13.7,13.3,107,94,0.7
Elfrid Payton,21:02,.410,.375,.250,.500,8.2,10.1,9.0,0.0,2.2,0.0,29.1,25.2,67,102,-11.9
Frank Ntilikina,15:14,.000,.000,.500,.000,5.6,21.0,12.5,0.0,0.0,0.0,33.3,7.6,20,104,-14.4
Alec Burks,33:49,.591,.500,.389,.611,0.0,18.9,8.4,0.0,1.4,0.0,4.2,27.2,126,102,5.0
Taj Gibson,26:44,.654,.600,.000,1.200,22.4,4.0,14.2,6.3,1.8,6.7,11.6,12.5,141,99,6.0
Immanuel Quickley,25:55,.526,.462,.385,.385,3.3,20.6,11.0,22.5,1.8,0.0,6.2,24.1,118,101,5.5
Obi Toppin,11:08,,,,,0.0,9.6,4.3,12.7,8.4,8.0,,0.0,221,83,9.9
Kevin Knox,6:04,.250,.250,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,60,110,-14.3
