Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,0,240,41,79,.519,10,24,.417,26,32,.813,10,30,40,23,9,6,18,21,118
CHO,1,240,39,87,.448,14,37,.378,19,23,.826,10,27,37,28,5,4,16,22,111
