Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dorian Finney-Smith,38:38,.666,.682,.545,.364,9.4,10.1,9.7,11.5,0.0,0.0,7.3,15.2,138,115,2.9
Tim Hardaway,37:06,.648,.625,.500,.250,0.0,15.8,7.6,8.7,0.0,0.0,10.1,22.7,117,114,-0.1
Luka Dončić,35:37,.455,.432,.591,.455,2.5,24.8,13.2,35.3,2.7,0.0,18.5,38.8,89,105,0.3
Josh Richardson,29:24,.500,.500,.300,.000,3.1,0.0,1.6,4.9,4.9,0.0,9.1,16.0,99,107,-1.0
Willie Cauley-Stein,20:49,.500,.500,.000,.000,8.7,28.2,18.1,13.9,2.3,8.0,14.3,14.4,109,99,2.6
Dwight Powell,27:11,1.042,1.000,.000,1.000,6.7,28.8,17.3,26.8,1.8,3.0,0.0,9.0,223,104,15.2
Jalen Brunson,25:37,.689,.650,.200,.200,0.0,7.6,3.7,13.0,1.9,0.0,8.4,19.8,130,112,0.4
Trey Burke,11:18,.145,.000,.167,.333,8.0,8.7,8.3,0.0,0.0,0.0,0.0,26.0,46,116,-21.8
Josh Green,8:06,1.000,1.000,.000,.000,11.2,12.1,11.6,0.0,11.7,0.0,0.0,10.5,206,88,20.9
Nicolò Melli,6:11,.000,.000,.500,.000,0.0,31.7,15.2,0.0,0.0,0.0,0.0,13.8,0,109,-20.3
