Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Michael Porter,36:39,8,18,.444,7,14,.500,3,5,.600,0,5,5,1,1,2,0,1,26,-5
Nikola Jokić,33:24,7,16,.438,0,3,.000,5,5,1.000,0,6,6,6,0,0,1,2,19,-18
Facundo Campazzo,31:43,1,8,.125,1,7,.143,4,4,1.000,0,1,1,4,1,0,0,5,7,-20
Aaron Gordon,27:12,6,11,.545,2,5,.400,3,4,.750,2,4,6,2,0,1,2,0,17,-7
Will Barton,0:59,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0
PJ Dozier,29:41,4,11,.364,1,4,.250,0,0,,0,2,2,5,3,0,1,2,9,-12
Austin Rivers,22:59,3,7,.429,0,3,.000,0,0,,0,4,4,2,0,1,1,2,6,-17
JaMychal Green,18:15,1,6,.167,1,5,.200,0,0,,2,1,3,0,0,1,0,0,3,-11
Shaquille Harrison,18:08,2,4,.500,0,0,,0,0,,1,1,2,0,2,0,1,1,4,-3
Paul Millsap,12:28,1,4,.250,0,2,.000,1,2,.500,1,6,7,4,1,2,2,1,3,0
Markus Howard,2:08,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,-3
Zeke Nnaji,2:08,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-3
Vlatko Čančar,2:08,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-3
Bol Bol,2:08,0,0,,0,0,,0,0,,0,0,0,1,1,0,1,0,0,-3
