Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Michael Porter,36:39,.644,.639,.778,.278,0.0,17.7,7.4,5.6,1.3,5.8,0.0,25.0,117,120,7.8
Nikola Jokić,33:24,.522,.438,.188,.313,0.0,23.3,9.8,36.0,0.0,0.0,5.2,26.1,109,126,-0.6
Facundo Campazzo,31:43,.359,.188,.875,.500,0.0,4.1,1.7,18.6,1.5,0.0,0.0,14.0,92,125,-10.4
Aaron Gordon,27:12,.666,.636,.455,.364,6.9,19.1,12.0,15.1,0.0,3.9,13.6,24.6,115,124,3.0
Will Barton,0:59,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,238,130,24.9
PJ Dozier,29:41,.409,.409,.364,.000,0.0,8.7,3.7,29.4,5.0,0.0,8.3,18.3,87,117,-1.1
Austin Rivers,22:59,.429,.429,.429,.000,0.0,22.6,9.5,15.1,0.0,4.6,12.5,15.8,79,123,-8.4
JaMychal Green,18:15,.250,.250,.833,.000,10.3,7.1,9.0,0.0,0.0,5.8,0.0,14.9,70,125,-11.7
Shaquille Harrison,18:08,.500,.500,.000,.000,5.2,7.2,6.0,0.0,5.4,0.0,20.0,12.5,82,116,-5.2
Paul Millsap,12:28,.307,.250,.500,.500,7.5,62.4,30.6,51.1,3.9,17.1,29.1,25.0,75,99,5.9
Vlatko Čančar,2:08,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0,130,-28.4
Bol Bol,2:08,,,,,0.0,0.0,0.0,66.2,23.0,0.0,100.0,21.3,43,77,11.7
Zeke Nnaji,2:08,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0,130,-28.4
Markus Howard,2:08,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,300,130,39.7
