Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Domantas Sabonis,43:10,9,13,.692,1,2,.500,3,3,1.000,1,12,13,10,4,1,5,5,22,+12
Malcolm Brogdon,34:46,8,16,.500,4,6,.667,5,7,.714,0,5,5,4,1,0,3,2,25,+7
Justin Holiday,31:50,3,12,.250,2,6,.333,2,2,1.000,1,2,3,2,1,0,1,2,10,+18
Myles Turner,29:54,7,8,.875,2,2,1.000,0,0,,3,5,8,2,1,4,0,2,16,+12
Caris LeVert,26:52,5,14,.357,0,4,.000,3,4,.750,2,5,7,2,0,0,4,1,13,-3
Doug McDermott,26:23,9,13,.692,2,4,.500,2,3,.667,1,3,4,2,0,1,0,3,22,+7
T.J. McConnell,23:04,1,3,.333,0,0,,0,0,,0,1,1,1,0,0,1,2,2,-5
Edmond Sumner,12:11,2,3,.667,1,2,.500,0,0,,0,2,2,0,1,0,1,0,5,+2
Aaron Holiday,9:07,2,4,.500,1,1,1.000,0,0,,0,1,1,2,1,0,0,0,5,+7
Goga Bitadze,2:43,0,1,.000,0,1,.000,2,2,1.000,1,0,1,0,0,0,0,1,2,-2
