Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,0,240,37,80,.463,8,26,.308,20,33,.606,8,38,46,26,8,9,17,32,102
NYK,1,240,34,93,.366,7,28,.250,31,42,.738,18,37,55,14,12,4,13,28,106
