Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bojan Bogdanović,33:11,10,17,.588,2,7,.286,3,4,.750,1,2,3,2,0,0,3,0,25,+23
Royce O'Neale,31:42,3,4,.750,1,2,.500,0,0,,3,4,7,3,2,1,1,0,7,+22
Joe Ingles,31:21,5,11,.455,2,7,.286,1,1,1.000,1,1,2,9,2,0,2,2,13,+9
Rudy Gobert,29:52,10,14,.714,0,0,,4,7,.571,4,11,15,1,2,3,3,2,24,+9
Georges Niang,22:19,4,10,.400,3,6,.500,0,0,,0,3,3,2,0,0,1,0,11,+5
Jordan Clarkson,34:04,7,20,.350,2,10,.200,0,0,,1,5,6,5,2,0,5,3,16,+8
Trent Forrest,21:02,3,5,.600,1,2,.500,2,2,1.000,1,3,4,0,1,0,0,2,9,+3
Derrick Favors,16:52,2,5,.400,0,0,,1,2,.500,3,6,9,0,0,1,0,1,5,+7
Miye Oni,14:33,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,0,0,-11
Elijah Hughes,1:16,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-5
Matt Thomas,1:16,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5
Juwan Morgan,1:16,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-5
Jarrell Brantley,1:16,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-5
