Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Buddy Hield,42:06,9,19,.474,6,10,.600,3,4,.750,0,6,6,3,0,1,4,4,27,+17
Marvin Bagley,34:03,10,16,.625,1,3,.333,2,3,.667,4,5,9,3,1,0,2,0,23,+20
Richaun Holmes,24:41,7,10,.700,0,0,,3,4,.750,2,5,7,2,0,0,2,4,17,0
Tyrese Haliburton,23:01,4,8,.500,2,4,.500,1,1,1.000,0,2,2,5,1,0,2,0,11,+8
Maurice Harkless,17:10,0,2,.000,0,1,.000,0,0,,0,1,1,0,2,0,2,5,0,+5
Delon Wright,31:04,7,9,.778,0,2,.000,0,1,.000,0,2,2,5,2,0,3,1,14,+6
Damian Jones,23:19,4,4,1.000,0,0,,1,1,1.000,2,2,4,2,1,0,1,3,9,+12
Terence Davis,21:32,3,7,.429,2,6,.333,0,0,,0,5,5,7,0,0,2,4,8,+1
Justin James,19:40,1,4,.250,0,1,.000,0,2,.000,0,2,2,0,1,0,1,4,2,-6
Jahmi'us Ramsey,3:24,0,2,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,1,0,-3
