Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Michael Porter,40:20,12,18,.667,4,7,.571,2,2,1.000,4,6,10,1,0,2,0,4,30,-9
Nikola Jokić,38:33,9,14,.643,1,3,.333,7,7,1.000,1,9,10,12,2,0,10,4,26,+1
Monte Morris,36:48,10,15,.667,2,6,.333,2,2,1.000,0,1,1,4,2,1,1,2,24,+1
Gary Harris,31:26,5,11,.455,1,5,.200,0,0,,0,1,1,0,1,0,1,1,11,0
Paul Millsap,27:56,1,4,.250,0,0,,3,5,.600,0,4,4,2,0,0,1,0,5,+5
Will Barton,21:44,3,8,.375,1,1,1.000,0,0,,1,3,4,1,0,0,1,1,7,-11
PJ Dozier,16:41,3,4,.750,2,2,1.000,0,0,,0,4,4,1,0,2,0,0,8,-12
Facundo Campazzo,12:34,0,3,.000,0,3,.000,1,2,.500,0,2,2,5,2,0,3,4,1,-10
Isaiah Hartenstein,9:03,1,3,.333,0,0,,1,2,.500,1,2,3,1,0,0,2,1,3,-11
Bol Bol,3:43,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-4
Markus Howard,0:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Zeke Nnaji,0:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
R.J. Hampton,0:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
