Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Nikola Vučević,38:15,15,27,.556,6,13,.462,2,3,.667,1,9,10,6,2,0,7,3,38,-10
Michael Carter-Williams,33:47,3,8,.375,0,1,.000,3,5,.600,2,1,3,7,0,0,4,0,9,-13
Dwayne Bacon,31:34,2,9,.222,1,6,.167,4,4,1.000,0,6,6,2,0,0,1,3,9,-2
Al-Farouq Aminu,25:58,1,2,.500,0,0,,0,0,,2,3,5,1,1,0,4,4,2,-9
Chuma Okeke,21:15,1,4,.250,1,3,.333,0,0,,2,1,3,2,1,0,1,4,3,+8
Terrence Ross,33:51,10,19,.526,8,13,.615,3,4,.750,0,5,5,3,0,0,3,4,31,-8
Chasson Randle,23:33,1,2,.500,0,1,.000,2,3,.667,0,4,4,1,0,0,2,0,4,0
Khem Birch,12:03,0,1,.000,0,0,,0,0,,1,0,1,1,0,0,0,0,0,+1
Gary Clark,9:59,0,1,.000,0,1,.000,0,0,,0,4,4,2,0,0,0,0,0,+3
Mohamed Bamba,9:45,0,2,.000,0,2,.000,1,2,.500,0,4,4,0,0,1,1,0,1,+5
