Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Nikola Vučević,38:15,.671,.667,.481,.111,3.1,24.0,14.3,53.1,2.6,0.0,19.8,41.3,106,100,11.7
Michael Carter-Williams,33:47,.441,.375,.125,.625,6.9,3.0,4.8,34.6,0.0,0.0,28.2,18.8,94,114,-5.3
Dwayne Bacon,31:34,.418,.278,.667,.444,0.0,19.4,10.4,10.2,0.0,0.0,8.5,16.7,91,108,-8.2
Al-Farouq Aminu,25:58,.500,.500,.000,.000,9.0,11.8,10.5,5.9,1.9,0.0,66.7,10.3,55,106,-10.3
Chuma Okeke,21:15,.375,.375,.750,.000,11.0,4.8,7.7,14.7,2.4,0.0,20.0,10.5,96,107,-4.6
Terrence Ross,33:51,.747,.737,.684,.211,0.0,15.1,8.1,22.6,0.0,0.0,12.6,31.4,121,110,9.0
Chasson Randle,23:33,.602,.500,.500,1.500,0.0,17.3,9.3,6.6,0.0,0.0,37.6,10.1,82,109,-8.2
Khem Birch,12:03,.000,.000,.000,.000,9.7,0.0,4.5,12.1,0.0,0.0,0.0,3.7,98,115,-5.1
Gary Clark,9:59,.000,.000,1.000,.000,0.0,40.9,21.9,29.1,0.0,0.0,0.0,4.5,99,101,1.3
Mohamed Bamba,9:45,.174,.000,1.000,1.000,0.0,41.9,22.4,0.0,0.0,12.6,25.8,17.8,28,94,-12.7
