Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
OKC,240,.538,.522,.360,.146,23.9,78.6,50.0,70.0,5.1,8.8,13.7,100.0,103.7,131.2
CLE,240,.617,.580,.394,.255,21.4,76.1,50.0,72.9,8.1,5.3,6.3,100.0,131.2,103.7
