Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NYK,0,240,42,83,.506,12,27,.444,10,13,.769,10,41,51,23,4,3,15,16,106
IND,1,240,34,84,.405,19,50,.380,15,18,.833,5,27,32,22,6,4,8,21,102
