Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DAL,240,.593,.554,.386,.265,22.0,76.6,51.1,51.2,7.5,13.0,8.9,100.0,118.6,97.0
CLE,240,.476,.422,.349,.313,23.4,78.0,48.9,53.1,6.5,0.0,12.9,100.0,97.0,118.6
