Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Devin Booker,29:03,12,17,.706,2,2,1.000,8,8,1.000,1,3,4,4,0,0,1,0,34,+28
Deandre Ayton,25:50,8,11,.727,0,0,,3,3,1.000,2,3,5,2,1,2,1,2,19,+25
Chris Paul,25:09,1,9,.111,0,1,.000,0,0,,0,3,3,9,1,0,2,0,2,+20
Mikal Bridges,24:32,4,6,.667,2,3,.667,0,0,,0,2,2,5,0,2,0,0,10,+17
Frank Kaminsky,11:32,1,4,.250,1,3,.333,0,0,,0,1,1,0,2,0,0,1,3,+5
Jae Crowder,21:25,3,8,.375,2,5,.400,0,0,,0,3,3,0,1,0,0,4,8,+19
Dario Šarić,21:23,5,12,.417,2,4,.500,2,2,1.000,4,5,9,1,0,0,0,0,14,+13
E'Twaun Moore,18:57,3,6,.500,0,0,,0,0,,4,0,4,2,0,0,2,0,6,+4
Cameron Payne,17:16,2,8,.250,1,5,.200,2,2,1.000,0,3,3,0,0,1,0,0,7,+10
Cameron Johnson,16:23,5,7,.714,3,3,1.000,0,1,.000,2,1,3,0,1,0,0,2,13,+13
Abdel Nader,8:24,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,2,0,+2
Langston Galloway,7:26,2,5,.400,1,4,.250,0,0,,0,1,1,0,0,0,0,0,5,0
Jevon Carter,7:05,2,3,.667,2,3,.667,0,0,,0,2,2,3,0,0,0,1,6,+2
Damian Jones,5:35,2,2,1.000,0,0,,1,2,.500,0,1,1,3,0,0,1,1,5,+2
