Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Stephen Curry,33:38,10,17,.588,2,9,.222,5,5,1.000,0,3,3,5,0,0,4,2,27,-26
Andrew Wiggins,33:05,7,15,.467,1,6,.167,2,4,.500,0,3,3,2,2,2,1,1,17,-13
Draymond Green,32:24,2,5,.400,0,1,.000,2,4,.500,1,6,7,8,0,1,0,3,6,-26
Kelly Oubre,31:36,6,15,.400,1,5,.200,4,4,1.000,3,7,10,2,1,1,1,2,17,-22
Juan Toscano-Anderson,24:36,3,8,.375,0,2,.000,2,2,1.000,1,3,4,1,0,0,2,1,8,-14
Damion Lee,21:39,3,7,.429,2,6,.333,0,0,,0,1,1,4,1,0,1,2,8,-1
Eric Paschall,17:21,7,10,.700,0,0,,2,2,1.000,0,4,4,0,0,0,2,0,16,+7
Kent Bazemore,17:08,4,6,.667,2,2,1.000,1,2,.500,0,3,3,0,1,2,1,1,11,+12
Brad Wanamaker,15:22,1,4,.250,0,0,,2,2,1.000,0,1,1,3,1,0,1,1,4,+6
Mychal Mulder,13:11,1,3,.333,1,3,.333,0,0,,0,1,1,0,0,0,0,2,3,-8
