Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
POR,1,240,46,98,.469,14,41,.341,16,21,.762,15,35,50,17,6,3,8,23,122
OKC,0,240,43,84,.512,18,40,.450,21,35,.600,9,34,43,25,5,6,8,19,125
