Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIL,240,.600,.565,.413,.196,14.3,89.6,54.4,53.3,4.8,4.8,9.9,100.0,116.3,109.5
SAS,240,.563,.542,.344,.104,10.4,85.7,45.6,63.0,5.8,7.4,8.2,100.0,109.5,116.3
