Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
LaMelo Ball,31:09,7,11,.636,6,9,.667,3,3,1.000,2,7,9,6,1,1,2,1,23,+25
Gordon Hayward,26:14,4,7,.571,1,3,.333,0,0,,0,7,7,5,2,1,3,0,9,+20
P.J. Washington,25:52,3,9,.333,2,5,.400,3,3,1.000,0,6,6,3,2,1,4,6,11,+21
Cody Zeller,22:52,4,4,1.000,0,0,,2,3,.667,0,7,7,1,2,0,2,3,10,+27
Terry Rozier,22:07,5,14,.357,4,11,.364,3,3,1.000,0,2,2,3,1,0,1,2,17,+20
Bismack Biyombo,20:04,1,6,.167,0,0,,1,2,.500,3,0,3,2,0,1,2,2,3,-2
Malik Monk,19:00,6,10,.600,2,6,.333,2,2,1.000,1,1,2,1,1,1,3,1,16,+4
Devonte' Graham,17:13,6,11,.545,5,9,.556,0,0,,0,2,2,4,0,0,1,2,17,+2
Miles Bridges,16:23,1,2,.500,0,1,.000,0,0,,1,5,6,1,1,0,4,2,2,+1
Cody Martin,13:55,1,3,.333,1,3,.333,0,0,,1,2,3,3,0,0,0,0,3,-1
Caleb Martin,6:53,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,1,2,2,-14
Nick Richards,5:04,0,0,,0,0,,1,3,.333,0,1,1,0,0,0,0,0,1,-15
Jalen McDaniels,5:04,0,1,.000,0,0,,0,0,,0,1,1,1,0,1,3,1,0,-15
Vernon Carey,4:35,0,0,,0,0,,0,0,,0,2,2,0,0,0,1,0,0,-12
Nate Darling,3:34,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-11
