Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jamal Murray,39:38,13,25,.520,5,10,.500,4,5,.800,3,6,9,6,1,1,1,2,35,+3
Nikola Jokić,36:53,12,21,.571,3,5,.600,6,6,1.000,1,6,7,9,2,0,3,4,33,+5
Michael Porter,30:33,5,11,.455,2,7,.286,2,2,1.000,0,7,7,1,1,1,2,5,14,+1
JaMychal Green,29:46,3,4,.750,2,3,.667,1,1,1.000,2,8,10,2,0,4,1,5,9,+8
Gary Harris,28:19,1,5,.200,0,3,.000,0,0,,1,1,2,1,0,0,2,2,2,+10
Facundo Campazzo,25:13,5,7,.714,2,4,.500,2,3,.667,0,1,1,1,2,0,1,1,14,-7
Monte Morris,19:10,3,8,.375,1,2,.500,0,0,,1,2,3,2,1,0,1,2,7,-10
Zeke Nnaji,13:29,1,4,.250,1,3,.333,0,0,,1,1,2,0,0,0,0,1,3,-8
Isaiah Hartenstein,9:40,4,5,.800,0,0,,0,1,.000,1,0,1,1,0,1,0,3,8,-7
R.J. Hampton,7:18,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,-5
