Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Sviatoslav Mykhailiuk,36:47,6,11,.545,5,9,.556,0,2,.000,2,2,4,1,2,0,4,3,17,+13
Mason Plumlee,28:19,6,12,.500,0,0,,2,5,.400,3,8,11,10,1,1,2,4,14,+9
Dennis Smith,27:09,3,9,.333,2,5,.400,2,2,1.000,2,10,12,11,3,0,3,2,10,+11
Wayne Ellington,26:14,8,11,.727,8,11,.727,1,1,1.000,1,2,3,0,2,0,0,3,25,+18
Saddiq Bey,24:19,3,9,.333,1,5,.200,0,0,,0,4,4,2,0,0,0,2,7,-2
Sekou Doumbouya,27:20,4,8,.500,0,4,.000,1,1,1.000,0,1,1,1,1,0,1,3,9,+23
Rodney McGruder,26:08,7,14,.500,4,6,.667,2,3,.667,1,2,3,5,2,0,0,3,20,+17
Saben Lee,20:51,8,11,.727,0,0,,4,5,.800,2,2,4,7,0,1,2,3,20,+13
Isaiah Stewart,19:41,3,5,.600,0,0,,0,0,,1,5,6,2,0,2,0,4,6,+15
Deividas Sirvydis,3:12,0,1,.000,0,1,.000,1,2,.500,0,1,1,0,0,0,0,1,1,+3
