Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Victor Oladipo,31:35,8,24,.333,1,8,.125,2,2,1.000,1,2,3,3,2,0,3,1,19,-7
Jae'Sean Tate,31:20,3,8,.375,0,3,.000,0,0,,0,4,4,0,0,1,3,2,6,-20
Eric Gordon,27:41,8,15,.533,3,9,.333,3,3,1.000,2,1,3,4,2,0,4,0,22,-9
P.J. Tucker,24:57,0,2,.000,0,1,.000,0,0,,0,5,5,1,0,0,0,2,0,-6
Christian Wood,22:08,3,7,.429,2,4,.500,0,0,,1,5,6,3,3,0,3,3,8,-15
DeMarcus Cousins,25:52,4,10,.400,2,6,.333,0,2,.000,0,5,5,1,1,1,1,4,10,-2
Danuel House,25:24,1,7,.143,0,5,.000,0,0,,0,4,4,3,1,0,3,2,2,-18
Sterling Brown,22:25,4,8,.500,3,6,.500,0,0,,1,5,6,3,2,2,1,2,11,-10
Ben McLemore,11:53,0,1,.000,0,1,.000,2,2,1.000,0,1,1,0,0,0,1,0,2,-4
Mason Jones,11:05,1,3,.333,0,2,.000,2,4,.500,0,3,3,2,0,0,1,1,4,0
Rodions Kurucs,5:40,1,1,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,0,1,3,+6
